Title,Contest ID,Problem ID,Difficulty,Tags
Catch the Mole(Hard Version),1990,E2,N/A,"binary search, data structures, dfs and similar, divide and conquer, interactive, trees"
Catch the Mole(Easy Version),1990,E1,N/A,"binary search, data structures, dfs and similar, interactive, trees"
Grid Puzzle,1990,D,N/A,"bitmasks, brute force, dp, greedy, implementation"
Mad MAD Sum,1990,C,N/A,"brute force, greedy, math"
Array Craft,1990,B,N/A,"constructive algorithms, greedy"
Submission Bait,1990,A,N/A,"brute force, games, greedy, sortings"
Simultaneous Coloring,1989,F,N/A,"dfs and similar, divide and conquer, graphs"
Distance to Different,1989,E,N/A,"combinatorics, dp, math"
Smithing Skill,1989,D,N/A,"brute force, data structures, dp, greedy, math, sortings, two pointers"
Two Movies,1989,C,N/A,"greedy, math"
Substring and Subsequence,1989,B,N/A,"brute force, greedy, strings"
Catch the Coin,1989,A,N/A,implementation
Heartbeat,1988,F,N/A,"combinatorics, dp, fft, math"
Range Minimum Sum,1988,E,N/A,"binary search, brute force, data structures, divide and conquer, implementation"
The Omnipotent Monster Killer,1988,D,N/A,"brute force, dfs and similar, dp, trees"
Increasing Sequence with Fixed OR,1988,C,N/A,"bitmasks, constructive algorithms, greedy"
Make Majority,1988,B,N/A,"greedy, implementation"
Split the Multiset,1988,A,N/A,"brute force, greedy, implementation, math"
Fumo Temple,1987,H,N/A,interactive
Spinning Round (Hard Version),1987,G2,N/A,"divide and conquer, dp, trees"
Spinning Round (Easy Version),1987,G1,N/A,"divide and conquer, dp, trees"
Interesting Problem (Hard Version),1987,F2,N/A,dp
Interesting Problem (Easy Version),1987,F1,N/A,dp
Wonderful Tree!,1987,E,N/A,"brute force, data structures, dfs and similar, dsu, greedy, trees"
World is Mine,1987,D,N/A,"dp, games"
Basil's Garden,1987,C,N/A,"dp, greedy"
K-Sort,1987,B,N/A,greedy
Upload More RAM,1987,A,N/A,"greedy, math"
Permutation Problem (Hard Version),1986,G2,N/A,"brute force, data structures, hashing, math, number theory"
Permutation Problem (Simple Version),1986,G1,N/A,"binary search, brute force, combinatorics, data structures, math, number theory"
Non-academic Problem,1986,F,N/A,"dfs and similar, graphs, trees"
Beautiful Array,1986,E,N/A,"greedy, math, number theory, sortings"
Mathematical Problem,1986,D,N/A,"brute force, dp, greedy, implementation, math, two pointers"
Update Queries,1986,C,N/A,"data structures, greedy, sortings"
Matrix Stabilization,1986,B,N/A,"brute force, data structures, greedy, sortings"
X Axis,1986,A,N/A,"brute force, geometry, math, sortings"
Maximize the Largest Component (Hard Version),1985,H2,N/A,"data structures, dfs and similar, dp, dsu, implementation"
Maximize the Largest Component (Easy Version),1985,H1,N/A,"brute force, data structures, dfs and similar, dsu, graphs, implementation"
D-Function,1985,G,N/A,"combinatorics, math, number theory"
Final Boss,1985,F,N/A,"binary search, data structures"
Secret Box,1985,E,N/A,"brute force, combinatorics, math"
Manhattan Circle,1985,D,N/A,"implementation, math"
Good Prefixes,1985,C,N/A,greedy
Maximum Multiple Sum,1985,B,N/A,"brute force, math, number theory"
Creating Words,1985,A,N/A,"implementation, strings"
Tower Capturing,1984,H,N/A,"combinatorics, dp, geometry"
Magic Trick II,1984,G,N/A,"constructive algorithms, implementation, sortings"
Reconstruction,1984,F,N/A,"brute force, dp, math"
Shuffle,1984,E,N/A,"dp, greedy, trees"
''a'' String Problem,1984,D,N/A,"brute force, hashing, implementation, math, string suffix structures, strings"
Magnitude (Hard Version),1984,C2,N/A,"combinatorics, dp, greedy, math"
Magnitude (Easy Version),1984,C1,N/A,"dp, greedy, math"
Large Addition,1984,B,N/A,"implementation, math"
Strange Splitting,1984,A,N/A,constructive algorithms
Your Loss,1983,G,N/A,"bitmasks, brute force, dp, trees"
array-value,1983,F,N/A,"binary search, bitmasks, data structures, greedy, two pointers"
I Love Balls,1983,E,N/A,"combinatorics, math, probabilities"
Swap Dilemma,1983,D,N/A,"constructive algorithms, data structures, divide and conquer, greedy, math, sortings"
Have Your Cake and Eat It Too,1983,C,N/A,"binary search, brute force, greedy, implementation"
Corner Twist,1983,B,N/A,"constructive algorithms, greedy, implementation, math"
Array Divisibility,1983,A,N/A,"constructive algorithms, math"
Sorting Problem Again,1982,F,N/A,"binary search, data structures, sortings"
Number of k-good subarrays,1982,E,N/A,"bitmasks, brute force, combinatorics, divide and conquer, dp, math, meet-in-the-middle"
Beauty of the mountains,1982,D,N/A,"brute force, data structures, implementation, math, number theory"
Boring Day,1982,C,N/A,"binary search, data structures, dp, greedy, two pointers"
Collatz Conjecture,1982,B,N/A,"brute force, implementation, math, number theory"
Soccer,1982,A,N/A,"greedy, implementation, math, sortings"
Turtle and Paths on a Tree,1981,F,N/A,"data structures, dp, trees"
Turtle and Intersected Segments,1981,E,N/A,"data structures, dsu, graphs, greedy"
Turtle and Multiplication,1981,D,N/A,"constructive algorithms, dfs and similar, graphs, number theory"
Turtle and an Incomplete Sequence,1981,C,N/A,"bitmasks, brute force, constructive algorithms, greedy, implementation, math"
Turtle and an Infinite Sequence,1981,B,N/A,"bitmasks, math"
Turtle and Piggy Are Playing a Game,1981,A,N/A,"brute force, greedy, math"
Yasya and the Mysterious Tree,1980,G,N/A,"bitmasks, data structures, dfs and similar, graphs, greedy, strings, trees"
Field Division (hard version),1980,F2,N/A,"math, sortings"
Field Division (easy version),1980,F1,N/A,"data structures, math, sortings"
Permutation of Rows and Columns,1980,E,N/A,"constructive algorithms, data structures, greedy, hashing, implementation, math, matrices, sortings"
GCD-sequence,1980,D,N/A,"greedy, implementation, math, number theory"
Sofia and the Lost Operations,1980,C,N/A,"constructive algorithms, greedy"
Choosing Cubes,1980,B,N/A,"sortings, sortings"
Problem Generator,1980,A,N/A,math
Kostyanych's Theorem,1979,F,N/A,"brute force, constructive algorithms, graphs, interactive"
Manhattan Triangle,1979,E,N/A,"binary search, constructive algorithms, data structures, geometry, implementation, two pointers"
Fixing a Binary String,1979,D,N/A,"bitmasks, brute force, constructive algorithms, dp, greedy, hashing, strings"
Earning on Bets,1979,C,N/A,"binary search, combinatorics, constructive algorithms, number theory"
XOR Sequences,1979,B,N/A,"bitmasks, greedy"
Guess the Maximum,1979,A,N/A,"brute force, greedy, implementation"
Large Graph,1978,F,N/A,"data structures, dfs and similar, dsu, graphs, number theory, two pointers"
Computing Machine,1978,E,N/A,"brute force, data structures, dp, greedy, implementation"
Elections,1978,D,N/A,"data structures, greedy, implementation, math"
Manhattan Permutations,1978,C,N/A,"constructive algorithms, data structures, greedy, implementation, math"
New Bakery,1978,B,N/A,"binary search, greedy, math, ternary search"
Alice and Books,1978,A,N/A,"constructive algorithms, greedy, sortings"
Tensor,1977,E,N/A,"constructive algorithms, graphs, interactive"
XORificator,1977,D,N/A,"bitmasks, brute force, greedy, hashing"
Nikita and LCM,1977,C,N/A,"brute force, data structures, dp, greedy, math, number theory, sortings"
Binary Colouring,1977,B,N/A,"bitmasks, constructive algorithms, greedy, math"
Little Nikita,1977,A,N/A,math
Remove Bridges,1976,F,N/A,"data structures, dfs and similar, dp, greedy, sortings, trees"
Splittable Permutations,1976,E,N/A,"combinatorics, data structures, dfs and similar, greedy, math, trees"
Invertible Bracket Sequences,1976,D,N/A,"binary search, combinatorics, data structures, divide and conquer, implementation, two pointers"
Job Interview,1976,C,N/A,"binary search, dp, greedy, implementation, two pointers"
Increase/Decrease/Copy,1976,B,N/A,"greedy, implementation"
Verify Password,1976,A,N/A,"implementation, sortings, strings"
Mind Bloom,1975,I,N/A,dp
378QAQ and Core,1975,H,N/A,"greedy, strings"
Zimpha Fan Club,1975,G,N/A,"fft, greedy, math, strings"
Set,1975,F,N/A,"bitmasks, brute force, combinatorics, dfs and similar, divide and conquer, dp, math"
Chain Queries,1975,E,N/A,"binary search, data structures, dfs and similar, implementation, trees"
Paint the Tree,1975,D,N/A,"brute force, dfs and similar, dp, greedy, shortest paths, trees"
Chamo and Mocha's Array,1975,C,N/A,"binary search, brute force, greedy"
378QAQ and Mocha's Array,1975,B,N/A,"brute force, greedy, math, sortings"
Bazoka and Mocha's Array,1975,A,N/A,"brute force, greedy, implementation, sortings"
Money Buys Less Happiness Now ,1974,G,N/A,"data structures, greedy, sortings"
Cutting Game,1974,F,N/A,"binary search, brute force, data structures, implementation, sortings, two pointers"
Money Buys Happiness,1974,E,N/A,dp
Ingenuity-2,1974,D,N/A,"constructive algorithms, greedy, implementation"
Beautiful Triple Pairs,1974,C,N/A,"combinatorics, data structures"
Symmetric Encoding,1974,B,N/A,"implementation, sortings, strings"
Phone Desktop,1974,A,N/A,"greedy, math"
Maximum GCD Sum Queries,1973,F,N/A,"bitmasks, brute force, dp, implementation, number theory"
"Cat, Fox and Swaps ",1973,E,N/A,"graphs, math, sortings"
"Cat, Fox and Maximum Array Split",1973,D,N/A,"brute force, interactive, math"
"Cat, Fox and Double Maximum",1973,C,N/A,"constructive algorithms, greedy, implementation, math, sortings"
"Cat, Fox and the Lonely Array",1973,B,N/A,"binary search, bitmasks, data structures, greedy, math, two pointers"
Chess For Three,1973,A,N/A,"brute force, dp, implementation, math"
Coin Games,1972,B,N/A,games
Contest Proposal,1972,A,N/A,"brute force, greedy, two pointers"
±1,1971,H,N/A,"2-sat, dfs and similar, graphs"
XOUR,1971,G,N/A,"data structures, dsu, sortings"
Circle Perimeter,1971,F,N/A,"binary search, brute force, dfs and similar, geometry, implementation, math"
Find the Car,1971,E,N/A,"binary search, math, sortings"
Binary Cut,1971,D,N/A,"dp, greedy, implementation, sortings, strings"
Clock and Strings,1971,C,N/A,implementation
Different String,1971,B,N/A,"implementation, strings"
My First Sorting Problem,1971,A,N/A,"implementation, sortings"
Min-Fund Prison (Hard),1970,G3,N/A,"bitmasks, dfs and similar, dp, graphs, trees"
Min-Fund Prison (Medium),1970,G2,N/A,"brute force, dfs and similar, dp, graphs, trees"
Min-Fund Prison (Easy),1970,G1,N/A,"dfs and similar, trees"
Playing Quidditch (Hard),1970,F3,N/A,implementation
Playing Quidditch (Medium),1970,F2,N/A,implementation
Playing Quidditch (Easy),1970,F1,N/A,implementation
Trails (Hard),1970,E3,N/A,"dp, matrices"
Trails (Medium),1970,E2,N/A,"dp, matrices"
Trails (Easy),1970,E1,N/A,dp
Arithmancy (Hard),1970,D3,N/A,interactive
Arithmancy (Medium),1970,D2,N/A,"constructive algorithms, interactive, probabilities, strings"
Arithmancy (Easy),1970,D1,N/A,"brute force, constructive algorithms, interactive, strings"
Game on Tree (Hard),1970,C3,N/A,"dfs and similar, dp, games, trees"
Game on Tree (Medium),1970,C2,N/A,"dfs and similar, dp, games, trees"
Game on Tree (Easy),1970,C1,N/A,games
Exact Neighbours (Hard),1970,B3,N/A,constructive algorithms
Exact Neighbours (Medium),1970,B2,N/A,constructive algorithms
Exact Neighbours (Easy),1970,B1,N/A,constructive algorithms
Balanced Unshuffle (Hard),1970,A3,N/A,"constructive algorithms, trees"
Balanced Unshuffle (Medium),1970,A2,N/A,"brute force, constructive algorithms, trees"
Balanced Shuffle (Easy),1970,A1,N/A,"implementation, sortings"
Card Pairing,1969,F,N/A,"dp, greedy, hashing, implementation"
Unique Array,1969,E,N/A,"binary search, data structures, divide and conquer, dp, greedy"
Shop Game,1969,D,N/A,"data structures, greedy, math, sortings"
Minimizing the Sum,1969,C,N/A,"dp, implementation"
Shifts and Sorting,1969,B,N/A,"constructive algorithms, greedy"
Two Friends,1969,A,N/A,"constructive algorithms, implementation, math"
Division + LCP (hard version),1968,G2,N/A,"binary search, brute force, data structures, dp, hashing, math, string suffix structures, strings"
Division + LCP (easy version),1968,G1,N/A,"binary search, data structures, dp, hashing, string suffix structures, strings"
Equal XOR Segments,1968,F,N/A,"binary search, data structures"
Cells Arrangement,1968,E,N/A,constructive algorithms
Permutation Game,1968,D,N/A,"brute force, dfs and similar, games, graphs, greedy, math"
Assembly via Remainders,1968,C,N/A,"constructive algorithms, number theory"
Prefiquence,1968,B,N/A,"greedy, two pointers"
Maximize?,1968,A,N/A,"brute force, math, number theory"
Next and Prev,1967,F,N/A,"brute force, data structures, implementation"
Again Counting Arrays (Hard Version),1967,E2,N/A,"combinatorics, dp, math"
Again Counting Arrays (Easy Version),1967,E1,N/A,"combinatorics, dp, fft, math"
Long Way to be Non-decreasing,1967,D,N/A,"binary search, dfs and similar, graphs, implementation, shortest paths, two pointers"
Fenwick Tree,1967,C,N/A,"bitmasks, brute force, combinatorics, data structures, dp, math, trees"
Reverse Card (Hard Version),1967,B2,N/A,"brute force, math, number theory"
Reverse Card (Easy Version),1967,B1,N/A,"brute force, math, number theory"
Permutation Counting,1967,A,N/A,"binary search, greedy, implementation, math, sortings"
Rectangle Filling,1966,B,N/A,"constructive algorithms, implementation"
Card Exchange,1966,A,N/A,"constructive algorithms, games, greedy"
Conference,1965,F,N/A,"data structures, flows"
Connected Cubes,1965,E,N/A,"constructive algorithms, games"
Missing Subarray Sum,1965,D,N/A,constructive algorithms
Folding Strip,1965,C,N/A,"constructive algorithms, greedy, strings"
Missing Subsequence Sum,1965,B,N/A,"bitmasks, constructive algorithms, greedy, number theory"
Everything Nim,1965,A,N/A,"games, greedy, math, sortings"
Necromancer,1958,J,N/A,*special
Equal Trees,1958,I,N/A,"*special, graphs, meet-in-the-middle"
Composite Spells,1958,H,N/A,"*special, dp"
Observation Towers,1958,G,N/A,*special
Narrow Paths,1958,F,N/A,"*special, combinatorics"
Yet Another Permutation Constructive,1958,E,N/A,"*special, constructive algorithms"
Staircase,1958,D,N/A,*special
Firewood,1958,C,N/A,*special
Clock in the Pool,1958,B,N/A,"*special, math"
1-3-5,1958,A,N/A,"*special, dp"
Frequency Mismatch (Hard Version),1957,F2,N/A,"binary search, data structures, dfs and similar, hashing, probabilities, trees"
Frequency Mismatch (Easy Version),1957,F1,N/A,"binary search, data structures, divide and conquer, hashing, probabilities, trees"
Carousel of Combinations,1957,E,N/A,"brute force, combinatorics, dp, math, number theory"
A BIT of an Inequality,1957,D,N/A,"bitmasks, brute force, dp, math"
How Does the Rook Move?,1957,C,N/A,"combinatorics, dp, math"
A BIT of a Construction,1957,B,N/A,"bitmasks, constructive algorithms, greedy, implementation"
Stickogon,1957,A,N/A,"constructive algorithms, greedy"
Nene and the Passing Game,1956,F,N/A,"constructive algorithms, data structures, dsu, graphs, sortings"
Nene vs. Monsters (Hard Version),1956,E2,N/A,"brute force, greedy, implementation, math"
Nene vs. Monsters (Easy Version),1956,E1,N/A,"brute force, implementation, math"
Nene and the Mex Operator,1956,D,N/A,"bitmasks, brute force, constructive algorithms, divide and conquer, dp, greedy, implementation, math"
Nene's Magical Matrix,1956,C,N/A,"constructive algorithms, greedy, math"
Nene and the Card Game,1956,B,N/A,"games, greedy"
Nene's Game,1956,A,N/A,"binary search, brute force, data structures, games, greedy"
The Most Reckless Defense,1955,H,N/A,"bitmasks, brute force, constructive algorithms, dp, flows, graph matchings, shortest paths"
GCD on a grid,1955,G,N/A,"brute force, dfs and similar, dp, implementation, math, number theory"
Unfair Game,1955,F,N/A,"dp, games, greedy, math, schedules"
Long Inversions,1955,E,N/A,"brute force, greedy, implementation, sortings"
Inaccurate Subsequence Search,1955,D,N/A,"data structures, two pointers"
